text,slant,nonpartisan,slight-partisan,hyperpartisan
Fox News Contributor: Rudy Giuliani Is ‘Transparently Corrupt’,2,0,0,1
Twitter gives Trump Jr. a tweet timeout for pandemic misinfo,1,0,1,0
The Enlightened Woke Have Invaded Our Minds,2,0,0,1
Border Patrol Agents Concerned over Lack of Information About Coronavirus-Infected Employees,2,0,0,1
Facebook will prepare users for mail-in voting for 2020 election amid pandemic,0,1,0,0
Pentagon's deputy inspector general resigns,0,1,0,0
Lawsuit: Christian Claims NJ Starbucks Fired Her for Refusing to Wear ‘Pride' T-Shirt,2,0,0,1
"Operation Warp Speed is living up to its name, but COVID-19 immunizations are going 'slower' than expected, officials say",1,0,1,0
"Challenger Jamaal Bowman Set to Oust Veteran Congressman Eliot Engel in New York Primary, Says Report",2,0,0,1
Corona what? Tesla retail investors appear unfazed by virus impact,0,1,0,0
US won’t expel migrant children detained in Texas hotel,1,0,1,0
Polio campaign of the 1950s is a sound model for what America needs for COVID-19,1,0,1,0
South African firm and Johnson & Johnson strike vaccine deal,1,0,1,0
Kanye Asks People To Vote For Him In Louisiana And Write-In His Name In Maryland,2,0,0,1
Here's what a Trump or Biden plan will mean to student loan borrowers,0,1,0,0
The Democratic National Convention is here. Here's what you can expect to see this week.,1,0,1,0
Global investor Barry Sternlicht: Trump 'kind of right' on wanting to get US back to work soon,0,1,0,0
"Joe Biden's lead against Trump in the 2020 election is growing wider, polls show",0,1,0,0
U.S. 'looking at' CalPERS holdings in Chinese defense firms: top White House official,0,1,0,0
"TikTok can continue to operate in the U.S., Commerce Department says",0,1,0,0
Here's what we know is in the Republican coronavirus relief bill,0,1,0,0
"Iran ready to show goodwill if U.S., Europe abide by nuclear deal: Zarif",0,1,0,0
Trump holds up coronavirus aid to block funding for mail-in voting,0,1,0,0
UPDATE 3-Trump administration to bar Chinese passenger carriers from flying to U.S.,0,1,0,0
"Adidas to launch new fabrics from recycled ocean plastic, polyester",0,1,0,0
Dire feelings on Main Street on eve of small business lending program launch,0,1,0,0
"Hard hit by virus, airlines push for tests over quarantines",1,0,1,0
"Exclusive – A Year Later, Cuban Dissident Exiled to Guyana Running Out of Options",2,0,0,1
Robin Williams Stand-Up Routine Mocking 'Ramblin’ Joe Biden' Resurfaces and Goes Viral,2,0,0,1
Coronavirus Shows We Need an Apollo Project for Public Health,2,0,0,1
"‘Flaky’: State Department Officials Cast Doubt On Christopher Steele’s Early Reports, Emails Revealed By DCNF Lawsuit Show",2,0,0,1
'Safer than your local grocery store': How the Pentagon kept the virus at bay as the White House struggled,1,0,1,0
AP-NORC/SAP poll: 1 in 4 US workers have weighed quitting,1,0,1,0
N.M. Governor Grisham Touts Anti-Gun Credentials In Everytown Veepstakes,2,0,0,1
Flynn Asked Russian for Alliance Against ‘Radical Islamists’ on Infamous Phone Call,2,0,0,1
North Korean leader's sister says another summit with the U.S. is unlikely,0,1,0,0
"Fact check: Electric cars emit less, are better for environment",1,0,1,0
Planned Parenthood Officials Admit Under Oath Infants Left to Die in Abortion,2,0,0,1
Trump says markets are going to be 'just fine' as stocks crater amid coronavirus worry,0,1,0,0
These major international stock markets are on pace to end the first half in correction territory ⁠— or worse,0,1,0,0
'Murder hornet': First nest found in US eradicated with vacuum hose,1,0,1,0
"Prosecutor Quits Trump’s Law Enforcement Commission, Saying The Fix Is In",2,0,0,1
"Investors can do some buying as markets are 'a lot cheaper,' but key is moderation, says billionaire investor Howard Marks",0,1,0,0
Coronavirus update: Surpassing 9/11; 240K projected deaths; Dow slumps,1,0,1,0
Breakingviews - Moderna success is a win for poorer countries,0,1,0,0
"Wall Street ends higher on recovery hopes, Nasdaq hits another record",0,1,0,0
Biden Campaign Website: He’ll Oppose BDS. Leftists Ignore Biden’s Other Anti-Israel Stances.,2,0,0,1
Anti-Catholic Porn Producer Scammed Harvard Professor with Gospel of Jesus’ Wife,2,0,0,1
Americans are skipping medically necessary prescriptions because of the cost,0,1,0,0
Man Shot During Protest Over Spanish Conqueror’s Statue In Albuquerque,2,0,0,1
"China vows to slay 'devil' virus, as countries scramble to evacuate citizens",0,1,0,0
"Coronavirus live updates: Global cases of reported infections exceed 700,000",0,1,0,0
Acting Pentagon Chief Thinks Troop Reductions ‘Fraught With Risk’,2,0,0,1
"House Democrats Urge Trump Admin To Stop Deportations, Release Immigrant Detainees",2,0,0,1
"Electric scooter injuries rising, one-third involve the head",0,1,0,0
How will history view Trump — and us?,1,0,1,0
"Family: Black man shot by deputy held a sandwich, not a gun",1,0,1,0
Bill Maher taunts Trump fans over president hiding in a bunker from protesters: ‘Is America great enough for you yet?’,2,0,0,1
"Cruise ships will bring 100K people to US ports this week. Amid coronavirus, will they be welcome?",1,0,1,0
"Wall Street opens 2020 with new records on China stimulus, trade hopes",0,1,0,0
Donald Trump Is Leading the GOP—to the Political Graveyard,2,0,0,1
GM shares close at new year-to-date high following Hummer EV debut,0,1,0,0
Virus-Weary Texas Braces As Hanna Arrives,2,0,0,1
Sen. Kelly Loeffler Dumped Millions in Stock After Coronavirus Briefing,2,0,0,1
‘Nasty’ Women Talk Back and Trump Runs Away,2,0,0,1
UPDATE 4-U.S. Senate offers $58 bln aid to airlines as they struggle to stay airborne,0,1,0,0
US Requires Al Jazeera Affiliate To Register As A Foreign Agent Of Qatar,2,0,0,1
"Lift sanctions on Iran, North Korea, Venezuela in coronavirus crisis: U.N. rights expert",0,1,0,0
‘Fact Check’ Hoax: Facebook Relies on USA Today Intern to Falsely Fact Check And Restrict Access to Breitbart Story,2,0,0,1
California Finds New Coronavirus Deaths Weeks Earlier Than First Reported In U.S.,2,0,0,1
"U.S. mayors call Postal Service cuts a 'grave concern,' say mail-in voting should be 'national priority'",0,1,0,0
Bill Barr has been covering up Lev Parnas' explosive evidence for the past three months,2,0,0,1
"U.S. economy faces historic shock, with 16% joblessness possible, Trump adviser says",0,1,0,0
Coronavirus Live Updates: Read The Latest About The COVID-19 Outbreak | HuffPost,2,0,0,1
"Whitmer: We Can't Pit People Against Each Other, Whether It's W.H.O. or Governors",2,0,0,1
Swedish official Anders Tegnell says 'herd immunity' in Sweden might be a few weeks away,1,0,1,0
We Need a New Marshall Plan to Fight the Coronavirus,2,0,0,1
"Washington Post Endorses Joe Biden, Says His ‘Honor’ Is More Important Than Policy",2,0,0,1
How BlackRock could explain Trump’s strange affection for hydroxychloroquine — and a specific brand of COVID-19 test,2,0,0,1
"Coronavirus live updates: US death toll tops 2,500; Trump continues social distancing rules; Liberty University pushes back against NYT",1,0,1,0
See All The Best Dressed Stars At Oscars Red Carpet,2,0,0,1
Florida Poll: Majority of Likely Voters Disapprove of Removing Trump,2,0,0,1
Schumer: Deal reached on major parts of $500B virus aid,1,0,1,0
Cori Bush calls on Biden to grant all death row prisoners clemency amid Trump’s end-of-term ‘killing spree’,1,0,1,0
‘No Room For Politics’: Pfizer Is Actively Communicating With Biden Transition Team,2,0,0,1
"Trump Sends Scathing Letter To WHO: If ‘Major’ Changes Are Not Immediately Made U.S. Will Permanently Cut Funding, May Withdraw Membership",2,0,0,1
Biden criticizes Trump for inaction over reported Russian bounties,0,1,0,0
Trump signals willingness to help airlines and markets jump,1,0,1,0
5 things to know before the stock market opens Thursday,0,1,0,0
President Trump’s Immigration Order Doesn’t Actually Do Much,2,0,0,1
'Economy isn’t a light switch:' Joe Biden urges caution on reopenings amid coronavirus,1,0,1,0
Congress investigates Fort Hood following soldier deaths,1,0,1,0
"Morgan Shreds Media, Tech Companies Over Biden Scandal: ‘There Is A Conspiracy Happening Right In Front Of Our Eyes’ | The Daily Wire",2,0,0,1
Trump’s Use Of His Old Slogan Leads To A Quick Reality Check,2,0,0,1
"Preventing Social Security benefit cuts is a top priority for Americans in 2020 election, survey finds",0,1,0,0
Poll: Many Americans blame virus crisis on US government,1,0,1,0
Second U.S. Coronavirus Case Confirmed in Chicago,2,0,0,1
Congressional Democrats and the White House are set for Saturday talks on the coronavirus bill,0,1,0,0
Banks nearly took down the economy in 2008. Now the industry hopes to redeem itself,0,1,0,0
House Democrats threaten to subpoena Commerce secretary over 2020 census,1,0,1,0
Fact check: Joel Osteen’s church isn’t charging for prayer requests,1,0,1,0
Pandemic Could Kill Tax Credit for Millions of Working Poor Americans,2,0,0,1
"Why do people commit suicide? Mental illness isn't the only cause – social factors like loneliness, financial ruin and shame can be triggers",1,0,1,0
"The most important things to do with your money during the coronavirus outbreak, according to 5 financial advisors",0,1,0,0
"After Fauci Says Government Could Have Moved Faster, Trump Retweets Call To Fire Him",2,0,0,1
EXCLUSIVE-U.S. nears rule-change to restrict Huawei's global chip supply -sources,1,0,1,0
"WHO director for Americas says 226,000 have died of COVID-19 in region",0,1,0,0
Elizabeth Warren brings back push to ban lawmakers from stock trading as Georgia's two senators shrug off attacks on their campaigns during a runoff election,1,0,1,0
WATCH: McConnell Lays Down The Law On Stopping Socialism: ‘That’s Why I Call Myself The Grim Reaper’,2,0,0,1
"Taal Volcano Eruption in the Philippines is Looking Bad, with Worse to Come",2,0,0,1
"Pro-Biden Group Attacks Haley for Saying America Is 'Not a Racist Country,' Later Retracts",2,0,0,1
Dr. Anthony Fauci says he's 'not comfortable' with level of U.S. coronavirus cases,0,1,0,0
The Corps Fires Back After Washington Post Reporter Slams Marine One Rally Flyover,2,0,0,1
Virginia's Lee statue has been removed from the US Capitol,1,0,1,0
"EXCLUSIVE: This VA Congressional Candidate, Navy Veteran Is Using 3D Printing To Make COVID Masks",2,0,0,1
SunChips’ Failed Noisy Compostable Packaging Gets The Last Laugh,2,0,0,1
Why nuclear-powered rockets could be key to traveling beyond our solar system,2,0,0,1
"Some Americans going back to work, even as virus erases more jobs",0,1,0,0
"Unemployment claims rise to 778,000 as COVID-19 pandemic worsens",1,0,1,0
Brewery Owner Behind Anti-Trump Beer: This Is Why Latina Women Need To Vote,2,0,0,1
LeBron James Says The ‘Basketball Community’ Isn’t ‘Sad’ About Donald Trump Not Watching,2,0,0,1
"With Senate on the line, Trump's claims of election fraud put Georgia Republicans in bind",0,1,0,0
"McConnell, Fed Up, Slams Pelosi: ‘I Wish Nancy Would Turn Off All Those Political Talking Points’",2,0,0,1
WHO raises global risk of coronavirus from 'high' to 'very high',0,1,0,0
‘All of a Sudden It Blows Up’: Arkansas’ COVID Problem Is Just Getting Started,2,0,0,1
"Virus testing, tracking still plagued by reporting delays",1,0,1,0
"Dining, defiance, Daytona graduation: News from around our 50 states",1,0,1,0
Wall Street heads for lower open after three-day surge as virus fears grow,0,1,0,0
"UPDATE 6-Empty churches, food drive mark start of Easter weekend in coronavirus-hit U.S.",0,1,0,0
"Now, a fast start: Joe Biden's historic victory will be followed by big problems and hard choices",1,0,1,0
Donald Trump in Pennsylvania: 'You Got to Get Your Governor to Start Opening Up',2,0,0,1
FDA Authorizes Ellume COVID-19 Home Test as First Over-the-Counter Fully At-Home Diagnostic Test,1,0,1,0
"San Francisco Implemented Strong Measures Against Coronavirus. So Far, So Good.",2,0,0,1
Republican Dan Sullivan re-elected in Alaska Senate race,1,0,1,0
Blackstone's Byron Wien says sell-off is not the start of a bear market,0,1,0,0
"Fact Check: Joe Biden wants to eliminate new fracking permits, not all fracking",1,0,1,0
Trump's social media executive order: Is the Tweeter-in-Chief trying to shut himself up?,1,0,1,0
Fact check: Joe Biden’s acceptance speech at the DNC was not pre-recorded,0,1,0,0
Weather better for historic SpaceX launch of NASA astronauts,1,0,1,0
"Barron Trump, Ivanka Trump, Jared Kushner All Test Negative For Coronavirus",2,0,0,1
"WHO director-general says he 'regrets' Trump's decision to cut US funding, and issues a call for unity: 'When we're divided, the virus exploits the cracks between us'",1,0,1,0
"New Jersey, Arizona approve recreational marijuana, Florida raises minimum wage",0,1,0,0
Exclusive: Venezuela gasoline shortages worsen as U.S. tells firms to avoid supply - sources,0,1,0,0
HE DIDN’T OWN THAT: Appeals Court Rules Graffiti Artists To Get $6.7 Million After Building Owner Tore Down Buildings,2,0,0,1
Sources: Most of U.S. House wants Trump to shift Iran tactics at U.N.,0,1,0,0
California Rep. Maxine Waters says Biden 'can't go home' without choosing a Black woman as his running mate,1,0,1,0
Everything you need to know about the Breonna Taylor decision (and the reaction) Thursday,1,0,1,0
"Amid pandemic, NBA gives teams health protocols for season",1,0,1,0
"Scott Adams: Even with Coronavirus, Bernie and Biden Will Lose to Trump",2,0,0,1
Want to Escape a Lockdown? Try Sweden,1,0,1,0
Mitch McConnell: A Republic's 'Legitimacy' Does Not Flow from Left's 'Feelings',2,0,0,1
"Trump Spends Easter Asking Confidants, ‘What Do You Think of Fauci?’",2,0,0,1
Meet the hidden architect behind America’s racist economics,2,0,0,1
President Donald Trump To Award The Presidential Medal Of Freedom To Former Notre Dame Coach Lou Holtz,2,0,0,1
Mount Rushmore: Isn't it time to talk about its Native American history?​​​​​​​,1,0,1,0
"Georgia voters report experiencing long lines, machine issues in twice-postponed primary",1,0,1,0
We're trapped in an obscene distortion of democracy. But we don't have to be: Ellis Cose,1,0,1,0
Incentive deal to move Carolina Panthers to S.C. approved,1,0,1,0
"Nunez-Smith says Biden, Trump advisors need to work together",1,0,1,0
"Rabbi Spero: Leaders are Silent on Antisemitism, Violence of Black Lives Matter Protests",2,0,0,1
"Coronavirus, Trump visits Camp David, Biden talks to 'Morning Joe': 5 things to know Friday",1,0,1,0
Red meat for Trump's base dominates Night 2 of the Republican National Convention,0,1,0,0
Saudi FM says ‘final agreement’ in Qatar crisis within reach,1,0,1,0
250-year-old U.S. Easter tradition's horns silenced by coronavirus pandemic,0,1,0,0
WATCH: Pelosi Says We Won’t Have Female President In 2020 Because Of ‘Misogyny’; Conservatives Finish The Thought For Her,2,0,0,1
