text,sentiment,negative,neutral,positive
"""It was unfortunate and she has admitted that the optics were not good in retrospect,"" said Carl Tobias, a law professor at the University of Richmond, adding that she had mitigated some of the fallout by deferring the decision on filing charges to Comey and career prosecutors.",0,1,0,0
"After Widespread Criticism for Meeting With Bill Clinton, Lynch to Step Back in Email Probe",0,1,0,0
"She added that influential right-wing media barons Rupert Murdoch and Paul Dacre ""instinctively dislike"" Johnson.",1,0,1,0
"Main public face of Brexit makes shock announcement hours after his key ally Michael Gove launched his own campaign Live coverage of the fallout from Boris Johnson’s announcement Heather Stewart and  Jessica Elgot Thu 30 Jun 2016 13.20 BST First published on Thu 30 Jun 2016 12.02 BST Boris Johnson has unexpectedly ruled himself out as a candidate for Britain’s next prime minister, after the justice secretary, Michael Gove, sent shockwaves through Westminster with a last-minute bid for the Conservative leadership.",0,1,0,0
Clinton Opens 12-Point Lead on Trump as Two-Thirds See Him as Biased (POLL),0,1,0,0
"Clinton, further, is now leading among young adults, a group in which Trump was surprisingly competitive last month.",2,0,0,1
"A new poll finds presumptive Democratic presidential nominee Hillary Clinton with a towering lead over her likely Republican counterpart, Donald Trump.",2,0,0,1
"Mr. Obama said the court’s immigration ruling was a stark reminder of the consequences of Republicans’ refusal to consider Judge Merrick B. Garland, the president’s nominee to fill the vacancy on the Supreme Court created by the death of Justice Antonin Scalia.",1,0,1,0
"The program, it said, also exceeded Mr. Obama’s statutory authority.",0,1,0,0
He began to change his mind after Congress deadlocked on legislation to grant the chance at full citizenship rights to most illegal immigrants.,1,0,1,0
"“It wasn’t just that 40 senators came to the floor and supported my effort to get these votes but there were millions of people all across the country who rose up and who joined our effort,” Murphy said Sunday on ABC’s “This Week.”",1,0,1,0
The move came as Trump faced continued deep resistance from many quarters of his party concerned by his contentious statements and his reluctance to engage in traditional fundraising.,0,1,0,0
"""It's so important,"" he said of loyalty in a subsequent interview.",2,0,0,1
"Bannon Mercilessly Mocked, Blamed After Moore Loss",0,1,0,0
"For months, Mr. Lewandowski had been a lightning rod for controversy, making headlines about himself that overshadowed his boss.",0,1,0,0
Roy worked hard but the deck was stacked against him!”,2,0,0,1
"Late Wednesday afternoon, however, Feinstein signaled that her talks with Cornyn were unlikely to bear fruit.",1,0,1,0
"At one point Wednesday night, Murphy looked up toward his young son Owen — seated in the chamber gallery — and apologized to him for missing pizza night, while telling him: “I hope that you’ll understand someday why we’re doing this.”",2,0,0,1
"When asked by another senator how he was feeling just before 7:30 p.m., Murphy said rehabilitation from a back injury in his 20s had helped him build up endurance.",2,0,0,1
But they have not found anti-gay material or anything written by Mateen that would illuminate his motive or choice of target.,1,0,1,0
"Mateen was born in New York to Afghan immigrants described by one family friend as loving, close-knit and ""very respectful"" of America.",2,0,0,1
"While Salman has been widely referred to as Mateen's wife, the only proof of their marriage is her listing as his wife on a 2013 mortgage document and family members who said the two were married and had a 3-year-old son.",1,0,1,0
"Patrons at Pulse, the nightclub where he killed dozens, say he had been seen there many times and one reportedly said Mateen had contacted him using a dating app popular with the gay community.",0,1,0,0
"Mr. Jones predicted black turnout would be strong and laced into Mr. Moore for comments he has made criticizing the constitutional amendments, enacted after the Civil War, that abolished slavery and gave broader rights to African-Americans.",2,0,0,1
"Trump, meanwhile, continued calling Clinton, “crooked Hillary” and referred to her ongoing email scandal.",0,1,0,0
"""I am ready to get in this fight and work my heart out for Hillary Clinton to become the next president of the United States and to make sure that Donald Trump never gets anyplace close to the White House,"" the Massachusetts senator said on MSNBC's ""The Rachel Maddow Show.""",0,1,0,0
"The Massachusetts senator – popular among the progressive wing of the Democratic party – made the declaration shortly after endorsing Clinton, calling her “a fighter with guts” who would keep Donald Trump out the White House.",2,0,0,1
"But Sanders gave every indication that he'll look to unite the Democratic Party in the near future, stressing the importance of defeating Donald Trump and his intention to work with Hillary Clinton.",2,0,0,1
"Beginning his remarks Thursday, Sanders thanked both Obama and Biden ""for the degree of impartiality they established during the course of this entire process.""",2,0,0,1
Whether that means a fight to overhaul the party platform – or a last-ditch bid to somehow deny Clinton the nomination – remains to be seen.,0,1,0,0
Whether Sanders sought – and the president would even consider – a Schultz sacrifice is unclear.,1,0,1,0
Obama also endorsed her earlier this year in her House primary battle.,2,0,0,1
"Honored to have you with me, @POTUS.",2,0,0,1
"Bernard Sanders Thursday morning in the Oval Office, hoping to give the populist presidential candidate a tactful push toward a clear surrender to Hillary Clinton in their hard-fought battle for the Democratic nomination.",2,0,0,1
"With some Sanders’ supporters urging their candidate to keep pressing on toward the Democratic convention next month, Mr. Obama has the delicate job of trying to show a clear end to the primary season so he and Mrs. Clinton can focus on presumptive Republican nominee Donald Trump.",2,0,0,1
He also praised the campaign that Mr. Sanders ran.,2,0,0,1
"Though polls showed the two candidates neck-and-neck in the closing days of the race, Clinton out-performed those polls in the end — perhaps boosted by the Associated Press report the day before that she had sealed the nomination through winning the support of enough party insiders with super delegate votes.",2,0,0,1
"Trump's campaign architect and former White House adviser Steve Bannon told Moore supporters Monday evening that the race will determine whether the ""Trump miracle"" continues.",1,0,1,0
"Bill Richardson, a superdelegate and Clinton supporter, offered the same respectful but blunt counsel.",2,0,0,1
"Still Sanders pressed on, for months after simple mathematics made clear it would be all but impossible for him to overtake Clinton.",0,1,0,0
"""Help us organize in all 50 states,"" Clinton concluded.",1,0,1,0
"""We all owe so much to those who came before and tonight belongs to all of you,"" she continued.",1,0,1,0
"""Trump has proven himself very thin-skinned, so poking him and focusing on his intemperance and intolerance can draw new eruptions and produce unexpected rewards,"" said David Axelrod, Obama's longtime advisor.",0,1,0,0
"""Donald Trump is temperamentally unfit to be president and commander in chief.",0,1,0,0
"""If we stand together, we will rise together because we are stronger together,"" Clinton said.",2,0,0,1
"At a fundraising concert in Los Angeles on Monday where celebrity supporters included Stevie Wonder, Ricky Martin, Cher, Magic Johnson and Christina Aguilera, Clinton told the crowd: “We’re going to come out of the primary even stronger to take on Donald Trump.",2,0,0,1
"Hillary Clinton has earned enough delegates to clinch the Democratic presidential nomination, according to an Associated Press count released Monday night – an assessment swiftly challenged by primary rival Bernie Sanders and his campaign.",1,0,1,0
